DATAFLOW,LAST UPDATE,freq,tax,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Germany,2017,59859.92,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Germany,2018,60971.11,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Germany,2019,61445.69,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Germany,2020,57661.64,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Germany,2021,68238.33,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Germany,2022,66721.2,p
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Denmark,2015,10847.35,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Denmark,2016,11065.36,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Denmark,2017,10808.26,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Denmark,2018,10933.41,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Denmark,2019,10221.3,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Denmark,2020,9889.11,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Denmark,2021,9690.98,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Denmark,2022,8992.54,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Estonia,2015,562.85,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Estonia,2016,645.18,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Estonia,2017,680.74,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Estonia,2018,708.93,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Estonia,2019,889.54,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Estonia,2020,657.01,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Estonia,2021,723.53,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Estonia,2022,829.54,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Greece,2015,7401,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Greece,2016,7281,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Greece,2017,7759,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Greece,2018,7402,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Greece,2019,7696,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Greece,2020,6818,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Greece,2021,7701,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Greece,2022,11578,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Spain,2015,20821,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Spain,2016,20792.96,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Spain,2017,21371.04,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Spain,2018,22075,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Spain,2019,22018,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Spain,2020,19600,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Spain,2021,21203,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Spain,2022,20529,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",European Union - 27 countries (from 2020),2015,299800.59,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",European Union - 27 countries (from 2020),2016,310449.55,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",European Union - 27 countries (from 2020),2017,319557.79,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",European Union - 27 countries (from 2020),2018,326243.08,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",European Union - 27 countries (from 2020),2019,330845.71,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",European Union - 27 countries (from 2020),2020,301689.85,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",European Union - 27 countries (from 2020),2021,330216.31,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",European Union - 27 countries (from 2020),2022,317190.38,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Finland,2015,6087.6,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Finland,2016,6668.16,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Finland,2017,6721.73,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Finland,2018,6916.02,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Finland,2019,6856.66,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Finland,2020,6549.06,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Finland,2021,6420.38,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Finland,2022,6560.91,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",France,2015,47160.99,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",France,2016,49788,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",France,2017,52723,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",France,2018,55653.39,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",France,2019,56032.2,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",France,2020,49936.91,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",France,2021,54711,p
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",France,2022,53717,p
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Croatia,2015,1910.08,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Croatia,2016,2043.64,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Croatia,2017,2168.9,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Croatia,2018,2306.34,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Croatia,2019,2366.12,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Croatia,2020,2057.67,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Croatia,2021,2257.56,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Croatia,2022,2273.29,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Hungary,2015,2859.74,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Hungary,2016,3046.88,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Hungary,2017,4977.72,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Hungary,2018,3213.03,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Hungary,2019,3291.23,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Hungary,2020,3235.94,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Hungary,2021,3367.57,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Hungary,2022,3102.62,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Ireland,2015,4977.24,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Ireland,2016,5117.49,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Ireland,2017,5232.37,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Ireland,2018,5119.3,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Ireland,2019,5020.67,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Ireland,2020,4487.12,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Ireland,2021,4951.19,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Ireland,2022,4394.92,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Iceland,2015,336.65,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Iceland,2016,384.9,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Iceland,2017,481.74,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Iceland,2018,470.14,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Iceland,2019,435.46,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Italy,2015,56144,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Italy,2016,59481,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Italy,2017,58000,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Italy,2018,58575,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Italy,2019,58299,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Italy,2020,50777,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Italy,2021,54907,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Italy,2022,44963,p
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Liechtenstein,2015,37.27,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Liechtenstein,2016,36.29,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Liechtenstein,2017,36.23,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Liechtenstein,2018,33.22,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Liechtenstein,2019,37.67,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Liechtenstein,2020,36.22,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Liechtenstein,2021,36.84,
